yearbook_year,page,name,last_name,prefix,suffix,gender,position,position_information,organization,group,conference,institution_name,location,region
1893,9,S. P. Adams,Adams,,,male,Sabbath-school work,,Workers' Directory,,Arkansas,,"Russelville, Ark.",United States
1893,9,H. V. Adams,Adams,,,male,Licentiate,,Workers' Directory,,Iowa,,"Davis City, Iowa",United States
1893,9,J. W. Adams,Adams,,,male,Licentiate,,Workers' Directory,,Iowa,,"Atalissa, Iowa",United States
1893,9,Edith Adams,Adams,,,female,Licensed missionary,,Workers' Directory,,General Conference,,"Tufnell Park, London, N., England",England
1893,9,Grant Adkins,Adkins,,,male,Licentiate,,Workers' Directory,,Tennessee,,"Graysville, Tenn.",United States
1893,9,Mrs. Lillie Adkins,Adkins,Mrs.,,female,Licensed missionary,,Workers' Directory,,Tennessee,,"Graysville, Tenn.",United States
1893,9,Anna Agee,Agee,,,female,Licensed missionary,,Workers' Directory,,Kansas,,"Kansas City, Kansas",United States
1893,9,E. J. Ahren,Ahren,,,male,Minister,,Workers' Directory,,General Conference,,"Stockholm, Sweden",Scandinavia
1893,9,Mrs. P. Alderman,Alderman,Mrs.,,female,Licensed missionary,,Workers' Directory,,Ohio,,"Cleveland, Ohio",United States
1893,9,N. W. Allee,Allee,,,male,Minister,,Workers' Directory,,Minnesota,,"Minneapolis, Minn.",United States
1893,9,Miss Louise Alsberge,Alsberge,Miss,,female,Licensed missionary,,Workers' Directory,,Illinois,,"Springfield, Ill.",United States
1893,9,W. A. Alway,Alway,,,male,Licentiate,,Workers' Directory,,Minnesota,,"Tivoli, Minn.",United States
1893,9,A. C. Anderson,Anderson,,,male,Teacher,,Workers' Directory,,Nebraska,,"College View, Neb.",United States
1893,9,C. S. Anderson,Anderson,,,male,Licensed missionary,,Workers' Directory,,Nebraska,,"Fremont, Neb.",United States
1893,9,Caroline Anderson,Anderson,,,female,Matron,,Workers' Directory,,Nebraska,,"College View, Neb.",United States
1893,9,J. N. Anderson,Anderson,,,male,Licentiate,,Workers' Directory,,Wisconsin,,"Poy Sippi, Wis.",United States
