yearbook_year,page,name,last_name,prefix,suffix,gender,position,position_information,organization,group,conference,institution_name,location,region
1886,5,J. H. Waggoner,Waggoner,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,J. N. Loughborough,Loughborough,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,W. C. White,White,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,E. A. Briggs,Briggs,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,E. J. Waggoner,Waggoner,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,N. C. McClure,McClure,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,A. T. Jones,Jones,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,G. W. Colcord,Colcord,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,E. R. Jones,Jones,,,male,Minister,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,W. M. Healey,Healey,,,male,Minister,,California Conference,Ministers' Directory,California,,"Healdsburg, Cal.",United States
1886,5,H. A. St. John,St. John,,,male,Minister,,California Conference,Ministers' Directory,California,,"St. Helena, Cal.",United States
1886,5,D. Rice,Rice,,,male,Minister,,California Conference,Ministers' Directory,California,,"St. Helena, Cal.",United States
1886,5,Andrew Brorsen,Brorsen,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"San Francisco, Cal.",United States
1886,5,Philip Kent,Kent,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,R. S. Owen,Owen,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Oakland, Cal.",United States
1886,5,Frank T. Lamb,Lamb,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Healdsburg, Cal.",United States
1886,5,J. G. Smith,Smith,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Healdsburg, Cal.",United States
1886,5,Lucius H. Church,Church,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Lakeport, Cal.",United States
1886,5,L. A. Scott,Scott,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Honolulu, Hawaiian Islands",Pacific Islands
1886,5,A. La Rue,La Rue,,,male,Licentiate,,California Conference,Ministers' Directory,California,,"Honolulu, Hawaiian Islands",Pacific Islands
