yearbook_year,page,name,last_name,prefix,suffix,gender,position,position_information,organization,group,conference,institution_name,location,region
1891,5,O. A. Olsen,Olsen,Elder,,male,President,Address of the President,General Conference,,General Conference,,,
1891,6,A. T. Robinson,Robinson,Elder,,male,District Superintendent,District No. 1,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,R. M. Kilgore,Kilgore,Elder,,male,District Superintendent,District No. 2,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,O. A. Olsen,Olsen,Elder,,male,District Superintendent,District No. 3,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,E. W. Farnsworth,Farnsworth,Elder,,male,District Superintendent,District No. 4,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,J. N. Loughborough,Loughborough,Elder,,male,District Superintendent,District No. 5,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,R. A. Underwood,Underwood,Elder,,male,District Superintendent,District No. 6,General Conference,Reports of District Superintendents,General Conference,,,
1891,6,W. W. Prescott,Prescott,,,male,Educational Secretary,,General Conference,Miscellaneous Reports,General Conference,,,
1891,6,W. C. White,White,,,male,Foreign Mission Secretary,,General Conference,Miscellaneous Reports,General Conference,,,
1891,6,C. Eldridge,Eldridge,,,male,General Canvassing Agent,,General Conference,Miscellaneous Reports,General Conference,,,
1891,6,W. H. Edwards,Edwards,,,male,Treasurer,,International Tract Society,International Tract Society,General Conference,,,
1891,9,Harry V. Adams,Adams,,,male,Licentiate,,Workers' Directory,,Iowa,,"Davis City, Decatur Co., Iowa",United States
1891,9,J. W. Adams,Adams,,,male,Licensed Missionary & Director,,Workers' Directory,,Iowa,,"Atalissa, Muscatine Co., Iowa",United States
1891,9,S. P. Adams,Adams,,,male,Sabbath-school Worker,,Workers' Directory,,Arkansas,,"Russellville, Pope Co., Ark.",United States
1891,9,Grant Adkins,Adkins,,,male,Licentiate & Sabbath-school Worker,,Workers' Directory,,Tennessee,,"Graysville, Tenn.",United States
1891,9,Mrs. Grant Adkins,Adkins,Mrs.,,female,Secretary,,Workers' Directory,,Tennessee,,"Graysville, Tenn.",United States
1891,9,Emil J. Ahren,Ahren,,,male,Minister,,Workers' Directory,,General Conference,,"23 Döbelnsgatan, Stockholm, Sweden",Scandinavia
1891,9,N. W. Allee,Allee,,,male,Minister,,Workers' Directory,,Missouri,,"Kingston, Caldwell Co., Mo.",United States
1891,9,M. A. Altman,Altman,,,,Health and Temperance Worker,,Workers' Directory,,Colorado,,"Colorado Springs, Colo.",United States
1891,9,C. S. Anderson,Anderson,,,male,Director,,Workers' Directory,,Nebraska,,"551 W. 5th St., Fremont, Neb.",United States
1891,9,J. W. Andrews,Andrews,,,male,Director,,Workers' Directory,,Kansas,,"Beloit, Mitchell Co., Kan.",United States
1891,9,R. F. Andrews,Andrews,,,male,Minister,,Workers' Directory,,Illinois,,"Onarga, Ill.",United States
1891,9,E. E. Andross,Andross,,,male,Licentiate,,Workers' Directory,,Oregon,,"Milton, Umatilla Co., Or.",United States
1891,9,G. W. Anglebarger,Anglebarger,,,male,Minister,,Workers' Directory,,Colorado,,"812 19th Ave., Denver, Colo.",United States
1891,9,J. F. Archibald,Archibald,,,male,Sabbath-school Worker,,Workers' Directory,,General Conference,,"Truro, Nova Scotia",Canada
1891,9,John Ayling,Ayling,,,male,Director,,Workers' Directory,,Pennsylvania,,"Bear Lake, Warren Co., Penn.",United States
1891,9,Danford Ayers,Ayers,,,male,Licensed Missionary,,Workers' Directory,,Vermont,,"St. Albans, Vt.",United States
1891,9,D. C. Babcock,Babcock,,,male,Minister,,Workers' Directory,,Maryland,,"750 W. Lanvale St. Ext., Baltimore, Md.",United States
1891,9,G. H. Baber,Baber,,,male,Conference Committee & Health and Temperance Worker,,Workers' Directory,,Illinois,,"624 E. Mulberry St., Bloomington, Ill.",United States
1891,9,Mrs. G. H. Baber,Baber,Mrs.,,female,Secretary,,Workers' Directory,,Illinois,,"624 E. Mulberry St., Bloomington, Ill.",United States
1891,9,J. W. Bagby,Bagby,,,male,Minister,,Workers' Directory,,Illinois,,"West Salem, Edwards Co., Ill.",United States
1891,9,J. L. Baker,Baker,,,male,Minister,,Workers' Directory,,Pennsylvania,,"Alba, Bradford Co., Penn.",United States
1891,9,W. L. H. Baker,Baker,,,male,Minister,,Workers' Directory,,General Conference,Echo Publishing Co.,"North Fitzroy, Victoria, Australia",Australia
1891,9,Mrs. Josh. L. Baker,Baker,Mrs.,,female,Secretary,,Workers' Directory,,General Conference,Echo Publishing Co.,"North Fitzroy, Victoria, Australia",Australia
1891,9,P. W. Baker,Baker,,,male,Licensed Missionary,,Workers' Directory,,Iowa,,"Grinnell, Iowa",United States
1891,9,Rufus Baker,Baker,,,male,Director,,Workers' Directory,,Kansas,,"Colony, Anderson Co., Kan.",United States
1891,9,E. P. Baker,Baker,,,male,Director,,Workers' Directory,,Kansas,,"Patterson, Harvey Co., Kan.",United States
1891,9,D. A. Ball,Ball,,,male,Minister,,Workers' Directory,,General Conference,,"St. Michael's Lodge, St. Michael's Row, Bridgetown, Barbadoes, West Indies",West Indies
1891,9,W. K. Ball,Ball,,,male,Director,,Workers' Directory,,Nevada,,"Box 483, Reno, Nev.",United States
1891,9,J. F. Ballenger,Ballenger,,,male,Minister,,Workers' Directory,,Michigan,,"Covert, Van Buren Co., Mich.",United States
1891,9,A. Ballingall,Ballingall,,,male,Licentiate,,Workers' Directory,,General Conference,,"Nelery St., North Fitzroy, Victoria, Australia",Australia
